bimodal_data
21.607
27.321
17.173
42.987
17.39
35.049
18.283
19.595
36.856
15.898
6.452
26.714
9.865
6.789
16.329
20.471
27.115
6.543
5.432
28.831
24.062
23.455
13.563
24.779
5.278
6.813
46.347
30.818
39.352
29.385
24.347
41.5
13.825
8.379
26.056
17.189
21.507
23.224
27.328
30.904
19.978
5.642
5.472
5.808
35.581
26.356
30.295
30.652
5.241
23.953
26.688
5.696
25.127
4.767
20.347
6.267
18.913
6.019
13.315
9.355
5.356
25.27
4.707
30.82
34.686
13.386
22.833
5.319
40.062
27.602
36.826
5.241
5.532
17.412
41.199
24.129
18.052
5.836
13.141
9.038
26.9
15.16
27.418
35.847
40.949
26.845
26.109
29.224
21.612
20.413
5.848
11.223
15.12
11.456
13.808
13.731
4.596
25.149
16.437
33.582
11.219
27.72
6.437
12.13
5.973
18.061
35.124
4.804
6.196
5.322
4.797
7.323
26.873
6.5
13.421
6.428
39.36
6.101
22.263
10.297
27.159
31.462
21.595
4.612
28.694
35.076
6.31
23.094
13.141
18.938
16.662
5.504
21.968
4.435
23.349
14.941
21.528
14.351
8.333
5.759
19.481
20.836
32.833
23.902
6.276
27.432
39.257
19.5
5.738
8.145
9.507
9.229
22.365
17.578
14.79
24.803
25.704
5.667
34.1
5.661
26.533
28.175
26.585
30.246
25.868
36.54
27.053
17.554
31.926
26.671
30.029
32.899
7.148
32.489
10.26
5.346
9.768
27.885
37.778
7.249
36.069
7.41
7.479
30.832
16.615
34.376
21.721
27.988
4.874
7.055
5.377
9.338
30.541
36.473
18.758
19.089
31.722
8.685
7.784
22.461
32.575
42.3
4.792
16.582
10.693
25.371
31.632
28.694
23.145
63.127
14.484
28.525
11.593
22.711
6.681
26.924
15.57
5.801
6.644
46.123
24.101
21.873
15.61
29.573
4.875
33.468
24.113
18.971
22.266
23.436
35.314
14.101
4.882
25.75
31.523
33.695
30.561
34.084
4.886
17.094
21.553
24.318
34.354
4.793
12.932
24.421
8.097
17.901
14.5
19.427
20.101
4.773
6.086
27.897
18.03
32.536
39.013
24.402
31.014
8.949
30.989
23.784
8.613
18.389
35.447
14.943
7.652
28.707
35.24
5.12
33.029
39.869
38.723
40.048
5.429
32.287
15.597
25.01
31.162
31.488
5.121
6.589
22.657
22
26.952
8.154
49.347
43.736
46.548
6.615
26.714
57.509
23.887
24.775
5.97
12.859
24.169
32.171
23.74
8.677
13.493
16.5
16.382
20.648
39.5
37.829
26.098
15.724
43.512
8.925
5.5
26.129
17.013
26.106
27.74
29.187
27.364
51.581
24.26
27.517
17.014
18.128
8.891
27.852
16.304
5.459
31.529
29.478
33.899
22.449
5.894
43.14
23.036
5.675
31.482
45.991
23.313
14.812
15.69
38.577
12.562
34.2
27.911
20.4
24.32
28.031
22.723
32.275
32.978
34.122
18.198
17.333
27.532
18.299
23.6
25.444
28
18.964
29.325
12.486
29.085
5.257
31.133
23.253
42.274
23.91
40.294
13.345
16.712
53.451
11.082
12.333
14.507
19.271
26.065
6.482
19.434
19.396
47.041
20
34.188
17.963
5.439
34.397
14.25
6.225
16.584
14.903
20.063
21.936
39.775
28.75
24.225
17.097
5.767
24.636
34.575
25.606
31.197
20.105
23.824
35.852
25.008
23.696
27.982
35.545
12.15
22.283
6.909
24.718
5.369
8.463
11.783
8.118
29.256
16.078
4.971
41.568
34.611
9.014
8.228
24.014
18.745
20.12
13.57
31.71
34.358
25.638
27.177
27.934
14.102
42.219
9.07
16.984
30.456
7.946
31.872
42.899
15.948
28.252
6.127
10.908
16.212
5.733
8.048
8.585
29.406
6.808
6.487
17.186
17.824
20.191
9.402
42.367
30.476
26.756
5.92
19.814
9.395
33.905
20.942
30.213
41.155
32.447
22.729
28.243
9.509
9.902
18.329
21.702
11.337
25.476
5.652
42.855
8.039
9.447
37.429
34.5
48.842
29.861
26.633
6.248
14.779
27.34
33.583
21.589
30.702
24.36
39.765
40.263
10.296
21.678
27.625
15.01
31.179
18.365
4.784
17.705
26.984
4.478
32.08
6.476
28.127
15.741
