trouble_data
30.565
12.59
18.793
6.311
10.14
13.238
16.423
19.098
13.4
7.984
18.495
13.145
6.169
6.358
6.327
18.568
10.911
19.156
6.326
7.075
24.171
6.344
15.077
6.213
9.385
11.771
22.634
11.171
16.793
9.486
6.314
18.054
18.534
23.508
15.733
8.659
19.818
7.663
17.419
12.044
13.333
5.975
25.713
32.529
6.313
26.333
12.824
6.224
16.011
14.021
16.81
9.588
21.433
11.167
6.254
16.877
11.279
36.849
6.181
17.25
14.442
6.285
13.103
8.754
5.87
13.357
25.222
25.01
16.85
13.418
29.389
19.4
12.8
13.455
26.008
14.67
17.216
20.384
11.879
25.402
19.781
22.475
31.393
26.449
17.543
6.532
6.542
10.703
16.672
11.333
11.928
11.667
12.144
13.691
11.201
14.081
18.326
17.671
18.064
13.127
28.51
27.933
17.782
11.435
14.218
14.093
13.105
9.803
6.43
20.244
22.034
13.909
26.266
30.359
22.684
16.69
17.407
16.159
34.038
8.169
6.442
17.175
14.905
25.605
33.692
6.455
15.153
13.074
10.344
16.954
20.03
30.43
8.724
13.513
16.75
11.971
13.741
15.519
6.446
26.053
6.667
14.583
26.659
15.919
17.748
16.989
17.814
24.359
18.365
17.29
20.044
20.72
27.303
38.405
31.18
24.05
16.75
20.29
18.015
19.783
15.792
29.116
18.944
14.218
23.378
19.035
37.065
17.86
14.528
12.865
21.938
8.807
17.286
24.817
14.543
23.268
23.844
27.105
10.694
17.619
20.067
20
6.395
13.352
13.646
15.652
10.405
17.459
22.961
6.248
12.762
18.37
33.175
16.302
17.695
22.667
14.134
10.965
12.271
6.951
17.147
10.102
12.14
25.854
17.552
17.149
13.5
20.08
24.955
12.258
9.891
13.632
10.068
9.856
8.534
24.713
15.192
23.979
10.748
25.71
28.312
15.576
12.56
26.01
17.197
7.602
18.912
8.097
37.098
20.738
14.244
20.013
9.533
20.356
21.852
37.975
28.962
8.713
17.711
25.548
26.23
26.456
14.361
14.677
13.7
24.559
12.278
14.919
11.524
19.283
13.836
14.483
15.935
13.931
14.083
9.105
12.731
17.506
29.812
29.855
18.183
21.651
15.4
19.423
10.164
15.447
37.142
17
11.817
6.18
17.304
15.712
6.514
18.721
6.275
17.793
26.113
11.434
18.602
16.603
11.356
19.798
20.333
10.946
19.105
17.676
9.454
18.268
6.621
16.532
40.567
20.893
15.604
20.584
15.904
17.362
27.765
14.494
24.379
25.459
10.345
10.48
31.331
9.24
12.006
9.097
18.348
9.978
24.262
17.921
16.955
11.721
12.056
30.738
13.543
17.867
22.561
9.256
16.401
20.846
13.416
11.622
20.883
21.516
9.756
8.755
11.636
11.868
11.467
6.445
28.577
14.07
23.727
13.513
19.757
13.794
14.603
15.295
17.027
22.256
18.272
12.444
15.915
21.216
8.857
13.671
31.758
11.733
11.553
16.747
14.117
10.868
15.295
9.149
10.748
16.464
14.248
20.674
16.547
20.325
15.469
18.682
21.843
26.229
14.418
24.574
18.905
25.604
19.569
5.949
19.288
12.117
18.127
20.899
14.01
14.075
9.866
9.464
13.917
16.533
17.045
22.583
10.125
39.425
16.761
18.969
21.379
14.914
27.202
13.895
21.654
13.889
25.819
15.908
20.118
25.333
7.94
11.59
27.127
14.677
26.585
29.731
26.993
10.198
11.302
9.005
14.719
11.74
29.356
25.163
16.269
16.028
11.886
20.04
6.277
12.364
14.304
16.457
15.709
6.209
10.35
16.685
35.602
26.936
7.75
17.989
25.667
12.978
15.735
38.347
13.906
20.298
14.291
17.049
19.225
16.075
11.04
17.814
16.594
19.337
6.665
14.06
20.841
8.865
21.822
16.774
11.349
15.216
18.338
22.101
22.637
11.7
22.523
16.738
33.258
19.312
18.136
20.505
15.322
9.065
20.234
6.416
6.116
11.565
22.197
15.019
13.58
6.405
17.311
21.748
16.602
20.084
11.214
13.694
11.647
20.203
12.213
11.22
7.768
19.43
12.899
16.963
15.854
22.512
14.683
11.327
17.869
18.374
14.943
16.312
11.788
15.283
26.269
23.557
10.929
26.147
25.266
9.957
17.438
18.721
12.724
17.046
10.535
13.62
14.393
8.644
13.262
26.972
8.808
18.731
13.192
13.525
15.853
16.45
16.614
10.537
29.804
15.148
17.75
27.643
16.559
13.39
18.043
10.062
18.191
17.549
26.24
12.718
22.839
21.491
18.548
11.576
11.113
10.854
20.457
20.667
13.037
17.317
13.363
17.376
19.147
18.57
15.53
18.643
13
29.097
11.653
9.862
17.423
20.927
16.907
11.303
8.981
15.42
13.306
16.131
12.897
9.397
16.835
20.034
24.938
10.479
11.547
17.937
14.645
9.978
12.044
15.362
18.688
24.475
15.53
11.5
27.79
17.98
10.434
14.093
15.966
20.382
18.111
21.58
13.491
20.228
12.912
10.473
17.991
13.614
22.515
21.107
22.78
16.008
15.844
25.967
12.316
16.079
24.345
25.099
21.124
13.651
12.89
16.48
15.312
28.227
35.196
19.462
10.762
12.389
12.039
16.216
26.829
11.329
14.883
19.704
14.318
14.18
16.913
15.933
30.087
20.791
9.556
17.125
26.756
17.291
12.113
21.993
8.078
17.57
11.993
17.983
13.748
24.673
15.519
12.118
13.974
13.57
9.717
12.958
29.098
16.138
12.065
9
6.938
10.2
16.042
9.495
19.106
9.505
8.58
17.43
13.229
11.667
9.645
12.168
15.989
14.22
16.138
14.561
16.221
17.694
17.8
28.057
26.327
12.638
17.802
27.529
17.35
12.884
15.726
15.697
19.037
27.294
16.97
12.602
12.12
10.451
33.629
11.962
14.022
12.815
24.797
25.363
38.982
19.912
34.955
29.517
13.425
15.632
12.985
23.717
15.052
8.641
31.061
18.885
13.088
14
15.5
11.204
10.812
19.597
10.738
12.075
22.466
23.026
19.442
22.69
6.64
12.535
15.147
11.969
23.714
19.586
18.146
13.484
21.968
19.77
37.859
6.377
9.519
16.599
11.961
6.327
16.878
18.538
36.629
26.06
21.119
11.261
17.734
20.796
22.485
12.977
11.455
15.976
10.196
19.527
18.6
19.608
23.508
9.307
10.872
9.233
18.194
11.505
12.592
7.55
19.95
11.176
11.507
20.63
13.534
15.452
16.429
24.693
16.522
15.362
15.008
22.458
17.918
16.391
21.853
18.163
18.264
18.01
27.568
11.363
18.137
10.591
35.352
17.435
21.326
13.484
12.433
9.656
30.235
11.204
15.226
18.651
11.978
30.458
17.06
9.378
19.972
6.35
14.672
26.119
6.516
15.265
8.641
15.369
6.185
30.703
13.62
9.453
9.747
6.456
13.847
10.921
13.876
7.784
6.188
6.392
11.915
22.126
23.745
13.647
24.126
16.466
14.171
26.446
15.992
18.265
6.224
19.177
14.594
6.281
17.954
13.146
10.914
13.233
15.308
23.402
16.964
23.726
19.561
11.7
14.795
11.099
11.119
14.713
7.613
21.951
16.246
11.306
9.516
14.352
16.694
6.438
11.805
19.398
8.906
9.974
12.567
15.538
16
21.786
12.604
18.829
20.194
13.575
19.799
9.52
26.669
28.721
18.235
24.727
20.03
13.756
15.417
33.442
19.135
14.25
9.937
17.98
10.987
14.6
6.28
19.981
13.157
29.374
14.826
19.784
16.631
8.556
6.209
19.543
6.15
13.283
8.473
14.118
14.731
12.885
14.621
22.038
11.982
14.059
10.975
13.232
9.725
6.388
6.25
13.546
6.019
6.076
6.375
6.285
29.885
13.592
9.388
21.757
12.568
10.665
18.199
16.346
6.949
13.368
12.473
16.092
18.303
13.422
29.546
18.974
7.801
10.839
9.657
6.266
16.471
9.833
13.266
6.263
15.377
16.34
14.644
21.692
16.743
9.937
12.321
13.435
6.551
18.775
20.584
13.381
16.588
8.432
23.73
19.35
6.255
12.09
10.573
9.556
13.667
17.519
16.455
17.454
16.256
19.452
12.114
15.919
6.144
16.804
12.681
12.45
32.856
19.32
6.713
15.3
14.912
20.9
23.867
16.51
17.925
11.742
18.418
9.954
15.944
24.506
22.087
14.183
14.867
18.848
11.639
12.087
13.466
15.891
20.417
14.289
15.439
11.614
12.692
6.283
25.384
12.612
22.94
20.47
13
20.935
17.856
14.952
13.795
11.858
21.72
14.942
21.435
26.118
19.627
26.454
